smiles	pred_logP	target_logP
CC(CC1CCC1)CC1CCCC1CC(C)(C)C1CCC1	2.5928962230682373	[2.25,2.75]
C=CC1CC(N)C1C1(CN)CC1C	2.579395055770874	[2.25,2.75]
CCCCC1CCCC1C1CC1CC1CC1	2.5600814819335938	[2.25,2.75]
C1CC(CC2CC2(CN=NCC2CC2)CC2CCC2)C1	2.618027925491333	[2.25,2.75]
CC(N)C(CBr)C(C)(C)CCC(CC1CCC1)C1CC1	2.555922746658325	[2.25,2.75]
C=CC(C)(C)CCC1CC1C	2.4786810874938965	[2.25,2.75]
CCCCC(CC1CCCC1C=O)C1CC1	2.489227771759033	[2.25,2.75]
C=CC(C[SH]=O)C(C)N=CC1(CCl)CCC1	2.5001347064971924	[2.25,2.75]
CC1CC1CC=CC1CCC1	2.5161027908325195	[2.25,2.75]
C=CC(CC1CCCC1CCCC)C1CC1	2.4894533157348633	[2.25,2.75]
CCC1(CCC2CC2)CC1C	2.428028106689453	[2.25,2.75]
CC1CCCCCC(CI)(CCC2(C)CC2)CCC1	2.4073026180267334	[2.25,2.75]
C(=NC1CC1)C1CCCC1CC(CC1CCC1)C1CC1	2.521808624267578	[2.25,2.75]
C=CCC(CCC)CC1(CC=C)CC1	2.480832576751709	[2.25,2.75]
CC1CC1CC(CC1CCCC1CC1CCC1)C1CC1	2.522313117980957	[2.25,2.75]
CC(C=N)C(CN)C1CCC1C1CCCC1C1CCC1	2.552368402481079	[2.25,2.75]
C=CC=CCCN=CNF	2.5012171268463135	[2.25,2.75]
C=CCC1(CCC)CC1C	2.609890937805176	[2.25,2.75]
CC1CC1(CCCC1CC1)NCC1(C)CC1	2.564077377319336	[2.25,2.75]
CC1CC1CCC(C1CC1)C1C(N)CCC1C=O	2.5354878902435303	[2.25,2.75]
O=CC1CC(C2CCCC2)C1CCC1CC1	2.5153145790100098	[2.25,2.75]
C=CCC1(CC(CC)C2CCC2)CC1	2.6179232597351074	[2.25,2.75]
CCC(CN)C1CCCC1CC1(C2CCC2)CCC1	2.5858068466186523	[2.25,2.75]
C=CC1CCC(CC2CC2C)C1I	2.353722095489502	[2.25,2.75]
C=CC1(CNF)CC(C)C1N=N	2.4510722160339355	[2.25,2.75]
CCCC1(C(CCC2(C)CC2)N=CCC2CC2)CC1	2.483879566192627	[2.25,2.75]
CCC1CC1CC=CC=N	2.518498420715332	[2.25,2.75]
C=CC1(CCC)CC1	2.4650750160217285	[2.25,2.75]
CC(CC1CCC1)CC1(N=CC2CCC2)CC1C	2.4236481189727783	[2.25,2.75]
CCCCC1CNC(C)CC12CC2	2.4870822429656982	[2.25,2.75]
C=CCC1(C2CC(N)C2C)CCC1	2.456723928451538	[2.25,2.75]
NC(CCC1(C2CCC(O)C2)CCC1)C1CC1	2.555043935775757	[2.25,2.75]
CCNC1C(C=N)C(N)C1CC1(NC=O)CCC1CC	2.4774887561798096	[2.25,2.75]
CCCCCC(N)C1(CC2CC2)CC1	2.471865653991699	[2.25,2.75]
C=CC1C(C)CC1CCC1CC1	2.4146268367767334	[2.25,2.75]
CCCCC([SH]=O)C(C)C=CC(=O)C(C)=O	2.4977192878723145	[2.25,2.75]
C=CCC1(NC(C)CC2CCCC2N)CC1	2.4006571769714355	[2.25,2.75]
C=CCC(CC)CCC(CC1(C)CC1)C1CC1	2.6285786628723145	[2.25,2.75]
CC1(CC2CCC2)CC(N=N)C1C1CCC1	2.4807205200195312	[2.25,2.75]
CCCCCC1(CCCC)CC1C	2.4727203845977783	[2.25,2.75]
C=CCC(CC(CC=O)(CNC=N)C(C)CCC1CCC1)C1CC1	2.42360782623291	[2.25,2.75]
CCC(CC=N)C(C)(C)CCC1(C)CC1	2.557049036026001	[2.25,2.75]
CCCCCC(C)CC1(NC=S)CC1C	2.48128080368042	[2.25,2.75]
CC1(CC2CCCC2C=O)CC1	2.504209518432617	[2.25,2.75]
CC(CC1CCC1CC1(C)CC1)C1CC1	2.4650063514709473	[2.25,2.75]
C=CC(Br)=CNC(=O)CC1(C=N)CC1C	2.5658395290374756	[2.25,2.75]
CCCCCC1(C(CN)C2CC2)CC1C	2.54354190826416	[2.25,2.75]
CC1CC1(CC1CCCC1C=N)N=NC1CC1S	2.4786019325256348	[2.25,2.75]
C=CC1CC(C=NCl)C1CC(C)N	2.4163713455200195	[2.25,2.75]
CCCCC(CC)CC1CCC1CC1CC1C	2.5044214725494385	[2.25,2.75]
C=CC=C(N)C=C	2.5751328468322754	[2.25,2.75]
C=CCC(C)(C)CC(C1CCCC1)C1CC1	2.440366744995117	[2.25,2.75]
C=CC=CS[SH]=O	2.391237735748291	[2.25,2.75]
CCCCCC(CC(C)C)C1(C(=O)C=N)CC1	2.5443458557128906	[2.25,2.75]
CCC(=S)CC1(C=CNF)CCC1	2.5039749145507812	[2.25,2.75]
C(=CC(CC1CC1)C1CC1)CC1CCC1	2.4800968170166016	[2.25,2.75]
CC1CCC1N=CC1CCCC1CC1(C)CC1	2.5540714263916016	[2.25,2.75]
C=CC1CCCC1CC(CC)C1CCCC1	2.44340443611145	[2.25,2.75]
CC1CC1(N)CC1CCCC1C1CCCC1	2.4159719944000244	[2.25,2.75]
CCCCC=CC(C)CC(=O)F	2.555053472518921	[2.25,2.75]
CCCCC1CCCC1C1CCCC1C1CC1	2.4034981727600098	[2.25,2.75]
C=CC1CC(N)C(N)C1CCC(C)(C)CC=N	2.397397518157959	[2.25,2.75]
CC1C(C)C1(N)CCC1(C)CC1	2.5693345069885254	[2.25,2.75]
CCC(C)CSC=CCC(C)(C)CC1CC1	2.505101203918457	[2.25,2.75]
C=CC(CCCCC1(CCCC2CC2)CC1)C1CC1	2.563222646713257	[2.25,2.75]
NC(CS)(CCCC(CCC1CC1)C[SH]=O)CC1CC1	2.4924380779266357	[2.25,2.75]
CN=CC(N)=CC=CC(=O)C=CN(O)C=CF	2.508314371109009	[2.25,2.75]
CCCC(C)(CCC1CCC1)CC(C=S)C(C)C=N	2.5679173469543457	[2.25,2.75]
C=CC(CC)CC1CCC1C1CC1	2.48178768157959	[2.25,2.75]
CCC=CCC(CC)N=CC=O	2.6374826431274414	[2.25,2.75]
CC1(CC2CC2(C2CCCC2)C(CC=N)NC=N)CC1	2.5260210037231445	[2.25,2.75]
C=CC=CC=CC=CNC1NN1	2.5017542839050293	[2.25,2.75]
CCC(=O)N(C=O)C=CCCCC1(C)CC1	2.577141284942627	[2.25,2.75]
C=CC(CC)CC(C)(CC=O)CCC	2.5808701515197754	[2.25,2.75]
O=CC1C(C=O)C1(CCC1CC1)C(S)CS	2.5477452278137207	[2.25,2.75]
CC1(CC2CCC2C=O)CC1	2.5513415336608887	[2.25,2.75]
O=CC(=S)CC1(NC2CCCC2Br)CCC1	2.4928083419799805	[2.25,2.75]
CC=CC(CCC)C1CC1	2.415311098098755	[2.25,2.75]
NC1CCCC1C1CCC1C(CCCCC1CC1)C1CC1	2.519021987915039	[2.25,2.75]
CCCCC(CC=O)C(CCC1(C)CC1)C1CCC1	2.5928759574890137	[2.25,2.75]
NC1CC1C1CCCC1C1CC1[SH]=O	2.5299506187438965	[2.25,2.75]
CC1CC1CCC(CC1(C)CC1)C1CC1	2.438046455383301	[2.25,2.75]
C=CC1CCCC1CC1CC1C	2.3636624813079834	[2.25,2.75]
C=CC(CC)CC(CN=CCCC1CC1)C(C)CCC	2.4452133178710938	[2.25,2.75]
C=CC1CCC(C2(C)CCC2)C1	2.502272129058838	[2.25,2.75]
CC1CC1CC1CC1C=O	2.4001288414001465	[2.25,2.75]
C=CC(CC)CC(C)CCC1(C)CC1	2.4713401794433594	[2.25,2.75]
CC(C)(CCCC1CC1)C1CCCC1C=NN	2.515181064605713	[2.25,2.75]
CC1(CC=CCCC2CC2)CC1	2.453481435775757	[2.25,2.75]
C=CCCC1(CCC)CC1C	2.4305453300476074	[2.25,2.75]
C=CC1CCC(S)C1C=C	2.4836363792419434	[2.25,2.75]
C=CC=CCCC(C)CCCC	2.5042853355407715	[2.25,2.75]
CC1CC12CC(=O)OC(=O)C2=O	2.3931808471679688	[2.25,2.75]
CCC(C)C(CCC1CCC1)C(C)(CS)CCCC=O	2.4994935989379883	[2.25,2.75]
CCCC1C(C)C1(CCCCN)C1CCC(O)C1N	2.5373592376708984	[2.25,2.75]
CC1(CC2(CNC=O)CC2)CC1	2.42728853225708	[2.25,2.75]
C=CC1CCC1(CC=O)CC(N)C1CC1	2.650550603866577	[2.25,2.75]
CC1CC1CCC(C(C)C(CCN)C1CC1)C1CCCC1N	2.406291961669922	[2.25,2.75]
CN=NC=CC1CCC(C=O)C1C=O	2.4728598594665527	[2.25,2.75]
CCC(CN=NC1CCC1)CC1CC1C	2.4801642894744873	[2.25,2.75]
CC(C=O)(CCC1(C)CC1)CCC1(N)CCC1	2.4742891788482666	[2.25,2.75]
C#CC(CC=C)C1(O)CC1	2.477529287338257	[2.25,2.75]
NC1CCC1C1CC(C2CCC2)C1C=O	2.568368673324585	[2.25,2.75]
CCCCC=CCC1(C)CC1	2.5455055236816406	[2.25,2.75]
CCC1(CC2CCCC2CC2CCC2)CC1	2.4662089347839355	[2.25,2.75]
CCCCC(C)CC(CC1(C=N)CCC1)C1CC1	2.524844169616699	[2.25,2.75]
N=CC(CC(=O)C=CCCCC1CC1)C1(C=S)CC1	2.4317269325256348	[2.25,2.75]
C=CNC(C=N)=C(C=C)CN(C=C)C(=O)Cl	2.4869494438171387	[2.25,2.75]
C=CC1CCCC1CC1CC1C	2.3636624813079834	[2.25,2.75]
CC1CCC(C)C2C1CCC2C(C)CN=CC1CC(C=O)C1N	2.340477228164673	[2.25,2.75]
CCC=CCC(CC1CCC1)C1CC1	2.474555015563965	[2.25,2.75]
C=CCC=CCC(CC)CCC1CC1	2.4515013694763184	[2.25,2.75]
C=CCC1(C2CCC2CC(O)C(C=O)CN)C(C)C1C=O	2.6052355766296387	[2.25,2.75]
CCC(CC=CS)C1(CC=O)CCC1	2.474867343902588	[2.25,2.75]
C=CC1=CC(=CNC=CC)N1N	2.611064910888672	[2.25,2.75]
CC(C)CC1CCCC1CC1(N)CC(C=O)C1C1CCC(N)C1N=N	2.5434718132019043	[2.25,2.75]
CCCCCC(C1CCC1)C(C)C(CC)CC1CCC1(CN)N=N	2.564558744430542	[2.25,2.75]
CCCCC1(CCC2CCCC2)C(C)C1N	2.513598918914795	[2.25,2.75]
C=CN(SF)C(Cl)(C=C)CC(C)C	2.4628477096557617	[2.25,2.75]
NCC(C1CC1)C1CCCC1C1(CCCC2CC2)CC1	2.5283994674682617	[2.25,2.75]
CCCC(=O)C1CCC(N)C1CC1(C)CC1	2.668506622314453	[2.25,2.75]
CCCCCC(CC)N=CC(C)CCC(C)C	2.3826398849487305	[2.25,2.75]
C=CC(=O)C(CCCC1CC1)CCC1(CC=O)CC1	2.463923454284668	[2.25,2.75]
CC(CCC(=O)CC1(N=CC=CC=N)CC1)CCC1(C)CC1	2.5466723442077637	[2.25,2.75]
N=CC1CCCC1C1C(N)C1CC1CC1	2.359891891479492	[2.25,2.75]
CCC1CCC(C2CCC2)C1C1CCC1	2.5877304077148438	[2.25,2.75]
C=CCC1(N)CCC1CC	2.494046449661255	[2.25,2.75]
CC1CC1CC(CF)C1CC1	2.5806963443756104	[2.25,2.75]
CC1(CC(=O)C(CI)C(CCC2CCC2)CC2CC2)CC1	2.454165458679199	[2.25,2.75]
CCCNCC(C1CCC1)C1(C=N)CC1	2.399392604827881	[2.25,2.75]
C=CCC(CC)CC1(C=N)CC1	2.5320539474487305	[2.25,2.75]
CCC1CC(C=N)C1CC1CC1	2.4840519428253174	[2.25,2.75]
CCCCC(C)CCC1(C2(CN)CCC2)CCC1	2.5227346420288086	[2.25,2.75]
C=CC=CC=CC=NC=O	2.5025150775909424	[2.25,2.75]
CCCCC(CC(CC)CC(C)C)C1(I)CC1	2.5114240646362305	[2.25,2.75]
CC(C)CC1CC(C=N)C1C=N	2.430657386779785	[2.25,2.75]
C#CCC1(C=O)C(C)C1(N)CC=O	2.6031622886657715	[2.25,2.75]
NCC1CCCC1C1CC(F)C1CCC1CC1	2.5316808223724365	[2.25,2.75]
C=CC1CCCC1CC(C)(C)CC1CCC1	2.576561212539673	[2.25,2.75]
CC1CC1CCCCC1(CC2(C)CC2)CCC1	2.5410377979278564	[2.25,2.75]
CCCCC(CC)C1CCC1C=O	2.4707014560699463	[2.25,2.75]
C=CC1C(C=O)CC1C1(CN)CCC1	2.4099104404449463	[2.25,2.75]
C=CCC1(S)CCC1CC1CC1C	2.503704786300659	[2.25,2.75]
CCCCC1(CC=O)CCC1C1CCCC1	2.4933383464813232	[2.25,2.75]
CC1(CC2CC2C(=O)Br)CC1	2.5783090591430664	[2.25,2.75]
NC=NC1=CC2CCCC2C=C1	2.512234926223755	[2.25,2.75]
C=CC1CC(C(C)N)C1CC1CCC1	2.573030948638916	[2.25,2.75]
C=CC=NCC1C=CC=C1	2.495795726776123	[2.25,2.75]
CCCC(C)C1(F)CC1	2.5637831687927246	[2.25,2.75]
CCC(CC1CC1)C1CC1CC(C)C	2.476689577102661	[2.25,2.75]
CC=CN=NC1CCCC1CC(C)[SH]=O	2.500539779663086	[2.25,2.75]
O=CC1C(CCCC2CC2)CCC1C1CCCC1	2.471524238586426	[2.25,2.75]
C=CC1(CCC(N)CC)CCC1	2.4647507667541504	[2.25,2.75]
CCC(CC)CC(C=N)=CC=N	2.474318742752075	[2.25,2.75]
C=CC1CCCC1CC(CCC)CC(C)C	2.4969630241394043	[2.25,2.75]
C=CC1(CC2CCCC2CC2(CN)CC2N)CCC1	2.5731124877929688	[2.25,2.75]
CC1(CNNCC(CC2(C)CC2)C2CC2)CC1	2.474231243133545	[2.25,2.75]
CCC1CCC(C(=O)CC=O)C2(CC1CN)CC2Br	2.5520076751708984	[2.25,2.75]
CC(C)CC1CCC1C1(CC=O)CCC1	2.5407817363739014	[2.25,2.75]
C=CC(CC1CCCC1CCCC)C1CC1	2.4894535541534424	[2.25,2.75]
CCC(C=CN=NC)CC#N	2.537872314453125	[2.25,2.75]
C=CC(CC)CSCC(C1CCC1)C1CC1	2.423440933227539	[2.25,2.75]
CCCCCC(N)C(C)C(C)(C)CCCCC	2.492391347885132	[2.25,2.75]
C1CCC(C2CC2CCC2(CCC3CC3)CCC2)C1	2.539541721343994	[2.25,2.75]
CCCC(CC1CCC1C=O)C1CC1	2.474555015563965	[2.25,2.75]
CCCCCC1(CCCC)CC1C	2.4727203845977783	[2.25,2.75]
CC1CC1(C)CCC1(N)CCC1	2.4748849868774414	[2.25,2.75]
CCC(C=N)CNC1CCC1(C=CCC1CC1)CCl	2.564107656478882	[2.25,2.75]
CCC(CC1CC1)CC1C(C=N)CC1(CN)CC1CC1	2.5999720096588135	[2.25,2.75]
O=[SH]C1(CCC2CCC2)CCC1	2.3521158695220947	[2.25,2.75]
C=CCC(CC)CC(CC)C1CCCC1CCCC	2.666961669921875	[2.25,2.75]
CCC(CC=O)CC1(C2CC2)CCC1	2.4693775177001953	[2.25,2.75]
CC1(CCC2(C(=O)C3CCCNC3)CC2C=S)CC1	2.5146970748901367	[2.25,2.75]
C=CCCCC1(NCC2(C)CCC2NCC2CC2C)CC1	2.4589877128601074	[2.25,2.75]
CC(C=S)CCCC1(CC2(C)CC2)CCC1	2.3905041217803955	[2.25,2.75]
CCCC1CC(CCC=N)C1CC1(C=N)CCC1	2.5260586738586426	[2.25,2.75]
CCCCC(CC(C)(CC(C)C)CC1CCC1)C1CC1	2.568647861480713	[2.25,2.75]
CCCC(C)C(CCC1(C)CC1)C1CC1	2.454859733581543	[2.25,2.75]
C=CCC(CC1(C)CC1)C(C)CCCC	2.541167736053467	[2.25,2.75]
CCC(CCC(C)C)C(CC=O)C1(S)CC1	2.5150299072265625	[2.25,2.75]
C=CC=CNSC(C=CC1(CN)CCC1N=CCC=C)CC(CCO)NC=C	2.508850574493408	[2.25,2.75]
CC1CC1CC1CCCC1C1CC1N=N	2.510561466217041	[2.25,2.75]
C=CC(CCC(C)C(C)CCCl)C1CC1	2.534672737121582	[2.25,2.75]
CCC(CCCC1CC1)C1(CCC2CCC2)CC1	2.5162057876586914	[2.25,2.75]
C#CC1CCC1CCC	2.492612838745117	[2.25,2.75]
CC1CC1(CCC=O)CCC1(S)CCC1	2.5011627674102783	[2.25,2.75]
C=CC1CCC1C(C)CC	2.4668407440185547	[2.25,2.75]
CCC(CC(=O)C=N[SH]=O)SC(CC1CC1C)C(C)CC=N	2.417436361312866	[2.25,2.75]
SC1CCC(C(CC2CCCC2CC2CCC2)C2CC2)C1Cl	2.511467456817627	[2.25,2.75]
CCC(CN)CC1(C2CCCC2)CC1C	2.578143358230591	[2.25,2.75]
CC(C)(C=N)CCC1(F)CCC1CC(C=O)(CN)CCC1CCC1	2.4916725158691406	[2.25,2.75]
C=CN=CC=C1CC(=CN)C1CC(N)C=N	2.4267983436584473	[2.25,2.75]
CC(CCC(CN)C1CC1)C1CC1C(CC1CCCC1)C1CC1	2.555302143096924	[2.25,2.75]
CC(C)CC(C)CC(C)(C)CC#N	2.4851956367492676	[2.25,2.75]
CCCCC1CCCC1C(C)(C)CCC	2.50224232673645	[2.25,2.75]
C1CCC(CCC2CCC2C2(CN=NCC3CC3)CCC2)C1	2.4450385570526123	[2.25,2.75]
CCCC1CCCC1CC1(C2CCCC2)CCC1	2.5346639156341553	[2.25,2.75]
N=CCC(CCC1CC1)C1(C=O)CC1	2.4125218391418457	[2.25,2.75]
C=CC1(CCCC2CC2)C(C=S)C1(C)OCC	2.496499538421631	[2.25,2.75]
CC1(CCC2(CC3CCC3)CC2)CC1	2.4447436332702637	[2.25,2.75]
CCC1CC(CC2CCC2)C(C=N)C1Br	2.4824724197387695	[2.25,2.75]
C=CONC1(CC)C=CC1=C[SH]=O	2.4204952716827393	[2.25,2.75]
O=CC1CCC1C1CCC1CCC1CC1	2.500868797302246	[2.25,2.75]
CC1CC1CC1CCCC1N=NF	2.4710898399353027	[2.25,2.75]
CCCC1(CN)C(C=O)C1CC1(C)CC1	2.496913433074951	[2.25,2.75]
C(=CC1(CCC2CC2)CCC1)CCC1CC1	2.521169662475586	[2.25,2.75]
CC(C=O)CC(=S)C1CCCC1N=N	2.452347993850708	[2.25,2.75]
NC1(CC2(CSC3CCC3NC=S)CCC2)CCC1	2.503978729248047	[2.25,2.75]
CCC1(C(CC=N)CCC2CC2)CC1	2.514036178588867	[2.25,2.75]
CC1CC1(CN)C(C)(C)CC1CCC1(N)CN	2.466494083404541	[2.25,2.75]
CCC(C=O)CC=CCCC1CC1	2.5554568767547607	[2.25,2.75]
CCC(CCC1CC1C)CC(CC)CC(C)C	2.4182965755462646	[2.25,2.75]
C=CC(C)(C)CCC1CC1C	2.4786810874938965	[2.25,2.75]
CC1C(C2CCC2)C1(C=O)CC=O	2.5731992721557617	[2.25,2.75]
CC(CNC1CCCC1C=CC=O)CC1CC1	2.4026780128479004	[2.25,2.75]
C=CCC1(CC2(CC3CCC3)CC2)CCC1	2.5210750102996826	[2.25,2.75]
C#CC1C(N)C(OCC)C(C2CCC(S)C2CCCC)C1S	2.418779134750366	[2.25,2.75]
CCC=CNC(C)=CC(=O)CCCCCC	2.4465694427490234	[2.25,2.75]
CCC(N)CC1CC1CC1CC1C	2.5107431411743164	[2.25,2.75]
CCCCC1(CCC(C)CC(C)(C)CN)CCC1CCC	2.4927656650543213	[2.25,2.75]
CCCCC1(CC)CC1C	2.427304983139038	[2.25,2.75]
C=CCC1(CC(CCC2CCC2)C2CC2)CC1	2.4802513122558594	[2.25,2.75]
C=CCC(CC1(CCCC2CC2)CC1)C1CC1	2.5084028244018555	[2.25,2.75]
CC1C(N)C1(CC1CC1)N=CC=C[SH]=O	2.446575164794922	[2.25,2.75]
OC1CCCC1C1(CC2CCC2CCC2CC2)CCC1	2.5402958393096924	[2.25,2.75]
CCCC1(C(CCC2CC2)C2CC2)CCC1	2.5146584510803223	[2.25,2.75]
C=CC(C)CC(CCC1(C)CC1)C1CC1	2.461634635925293	[2.25,2.75]
CCC(CNC=O)C1C(C=N)CC1(N)CC1CCC1	2.5457375049591064	[2.25,2.75]
CCC(CN)NCC(C1CCCC1)C1(C)CC1	2.6444358825683594	[2.25,2.75]
CC(C)CCC(C)C(CCC1CC1)C1(N)CC1	2.5863990783691406	[2.25,2.75]
C=CCC(Cl)C(C)NC1(CCCC2CC2)CCC1	2.493133783340454	[2.25,2.75]
CC1CC1CC1CCCC1CC1CC1C	2.473255157470703	[2.25,2.75]
C1CC(CCC2(CC3CCC3)CCC2CC2CCC2)C1	2.554352283477783	[2.25,2.75]
CC(C)CCC1(CC2CCC2C)CC1	2.5047800540924072	[2.25,2.75]
CC1(CC2CCC2C=O)CC1	2.5513415336608887	[2.25,2.75]
C(#CCC1CC1)CC1CCC1	2.4575748443603516	[2.25,2.75]
CCCC1(CCC(CC2CCC2)C2(Br)CC2)CCC1	2.402174234390259	[2.25,2.75]
C=CCC1(CC(CNC(C)CN)C2CC2)CC1	2.572507381439209	[2.25,2.75]
CCC1(CC2CCC2)CC1C	2.5020713806152344	[2.25,2.75]
CC(C)CC1(CCC2CC2)CC1C	2.479161262512207	[2.25,2.75]
CC1(CCC2(CC3CCCC3)CC2)CC1	2.4491147994995117	[2.25,2.75]
C=CCCC1(CC=C)CCC1C	2.508453369140625	[2.25,2.75]
NC1CC2C3CCCC3C=NC3C(C=O)CCC3C12	2.4950082302093506	[2.25,2.75]
CCCCC1(CCC2(C)CC2)CC1	2.4429550170898438	[2.25,2.75]
C(=CCC(CC1CCC1)C1CC1)CC1CCC1	2.4387874603271484	[2.25,2.75]
CCCC1(C(C)CC(CBr)C2CC2)CCC1	2.5156283378601074	[2.25,2.75]
CCC(CC(=O)CC1CCC1)C1CCCC1C1CCC1	2.527405261993408	[2.25,2.75]
CC1(CC(CC(CO)C2(N)CC2)C2CC2)CC1	2.459886074066162	[2.25,2.75]
CCCCCC=CC1CCCC1C=S	2.627903938293457	[2.25,2.75]
CC(C)CCC1(CC(CC(C)C)C2CC2)CCC1	2.596707820892334	[2.25,2.75]
C=CCC(N)CC1(CC(=O)CC(C)N(C=CC=O)C2CCCC2)CC1C	2.594783306121826	[2.25,2.75]
O=C(CC=CCC1CCC1)C1CCC1	2.561713218688965	[2.25,2.75]
CC1CC1CC(CN)C(CC1(C)CC1)CC1(CNN)CCC1	2.5095021724700928	[2.25,2.75]
CCCCNC1(CCC(C)(C)CC=O)CCC1	2.5037856101989746	[2.25,2.75]
C=CC1(CCC)CC1	2.4650750160217285	[2.25,2.75]
C=CNCC1(CC=N)C(C)C1CCC	2.5083999633789062	[2.25,2.75]
C=CC1C(N)CC(C=CN)C1C=NC(=O)C(CC)CCCC1CC1	2.4806277751922607	[2.25,2.75]
C=CCC(CC)NC1CCCC1C	2.5087671279907227	[2.25,2.75]
CC1CC1(CC1CCCC1)CC1CCC1	2.4762821197509766	[2.25,2.75]
C=CC1(CCC(N)CC)CCC1	2.4647505283355713	[2.25,2.75]
C=CNN=CC=CCC1(C)CC1	2.416194200515747	[2.25,2.75]
C=CCC(C)(C)C1CCCC1C	2.3595926761627197	[2.25,2.75]
CCC1CC(C)C1CC1CC1C	2.676652431488037	[2.25,2.75]
CC1(CC2CC2(O)CC=N)CC1	2.436892509460449	[2.25,2.75]
CCC(C=O)CCC1(C=CN=NCCC=O)CC1C	2.4973807334899902	[2.25,2.75]
CCCC1(CC(=O)C2CCCC2)CC1	2.461933135986328	[2.25,2.75]
CC(C)CC1CCC(C=O)C1CCC1CC1	2.488682746887207	[2.25,2.75]
CCCCC1(CC2CCCC2)CC1C	2.4486563205718994	[2.25,2.75]
CCCCCCC=C(OC=NCC1(N)CC1)C(C)CI	2.476604700088501	[2.25,2.75]
CC1CC1(C=N)CC(C)(C)CNC=CC=CN(C=CCCN)C(=O)C=CC=N	2.4815845489501953	[2.25,2.75]
C=CCC(C)C1(CCC2CCC2)CC1	2.5203628540039062	[2.25,2.75]
CC(N)C(CC=N)C1(CCC(CC2CCC2)C2CC2)CC1	2.5326852798461914	[2.25,2.75]
CCCCC1CCCC1CC1(C(C)(CN)CCC)CCC1	2.5563888549804688	[2.25,2.75]
C=CC1CC(C)C1CCC	2.4653308391571045	[2.25,2.75]
CC(C)(CC=O)C(C)(C)CCC1CCC1	2.4784462451934814	[2.25,2.75]
C=CC(CC)CCC1(CC2CCCC2)CC1	2.585747718811035	[2.25,2.75]
CC1CC1CC1CCC1C=O	2.4742696285247803	[2.25,2.75]
C=CCC(CCC1CCC1)(CC(C)C#N)CC1CCCC1	2.4498846530914307	[2.25,2.75]
CC(C(CN)C1CCC1CC1CCC1)C1CCCC1C1CC1	2.5665531158447266	[2.25,2.75]
CC(CCC(CC=N)C1CC1)C1(CCCC2CC2)CC1	2.4931812286376953	[2.25,2.75]
FC(CC1(CNCC2CC2)CC1)C1CC1	2.511699676513672	[2.25,2.75]
CCCCC1C(CC)CCC1CC(C)(C)N	2.5406861305236816	[2.25,2.75]
C=CC(CC)CC1CCCC1C1CCC1	2.4151673316955566	[2.25,2.75]
NC1CC1([SH]=O)C(CC1CCCC1)CC1([SH]=O)CCC1	2.456697463989258	[2.25,2.75]
CNC=CCCC(CC=NC=CCC1(C)CC1)C1CC1	2.50722599029541	[2.25,2.75]
CC(C)(CC=S)CC1(CC2CCC2)CC1	2.465956449508667	[2.25,2.75]
C=CC(=O)C=CC1CCCC1C=C	2.5088064670562744	[2.25,2.75]
CC1(CC2CC2C2CCCC2)CC1	2.550553321838379	[2.25,2.75]
CCC(CC1CCCC1C=O)C1CCCC1	2.5068790912628174	[2.25,2.75]
C#CC(CC)CC1CCC1S	2.5062246322631836	[2.25,2.75]
C=CCC(CC)C1CC(OC2CCC2(C=O)CCCC2CC2)C1C=C	2.5868239402770996	[2.25,2.75]
O=CC1C(CC2CC2)CCC1C1CCCC1	2.5053858757019043	[2.25,2.75]
C=CC1CCCC1C1CCCC1C	2.45961856842041	[2.25,2.75]
CC1CC1CC=CC1CCCC1	2.5204739570617676	[2.25,2.75]
CNC1CC1(CCC(C)C)C1CCC1	2.4843649864196777	[2.25,2.75]
C=CCC(C=C)C(CC=C)C(CC)CN	2.5631179809570312	[2.25,2.75]
C=CCC(N=CC1(CC=C)CCC1)C(C)C	2.4830241203308105	[2.25,2.75]
C=CCC(C(CC(CN)C(C)C)N=N)C(C)(C)CC1CCCC1	2.5866215229034424	[2.25,2.75]
C=CC(SC)=C(C=O)N(C=C)C(=CN)CC(C)C	2.5069360733032227	[2.25,2.75]
C#CCC1(C=CN)CCC1	2.5487289428710938	[2.25,2.75]
C=CC1CCCC1CC(C)C=CN	2.4630327224731445	[2.25,2.75]
CC1CC1(F)CCCC1CC1	2.509120464324951	[2.25,2.75]
CCCCC=CC1CCCC1CC1CCC1	2.5331568717956543	[2.25,2.75]
C=CCC(C)CSC1CCC1C=NCC(F)CC	2.5237069129943848	[2.25,2.75]
CC(CS)(CC1CCC1N)C1CCCC1C=N	2.4425058364868164	[2.25,2.75]
C=CC=CCCCC1(C)CC1	2.639295816421509	[2.25,2.75]
CCCC=CC1CC1(CN)C1CCC1	2.5035080909729004	[2.25,2.75]
C=CC(C)CCC(C)(CCC)CCC(C)NS	2.4515929222106934	[2.25,2.75]
CCC1(C2CCCC2C=N)CCC1	2.598614454269409	[2.25,2.75]
CCC(CC)CC1C(CCC2CC2)C([SH]=O)C1NNN=N	2.5046279430389404	[2.25,2.75]
C=CCC1(C(CC)CN)CCC1CCC	2.473039150238037	[2.25,2.75]
CC1(CC=CCC2CCC2)CC1	2.5073132514953613	[2.25,2.75]
C=CCC1(CC=C)CCC1NN=CN	2.4190170764923096	[2.25,2.75]
CCC1(C2CCC(C=O)C2O)CC1	2.5573039054870605	[2.25,2.75]
